"Step","Group: pythia-1b - eval_n@0.05","Group: pythia-1b - eval_n@0.05__MIN","Group: pythia-1b - eval_n@0.05__MAX","Group: pythia-410m - eval_n@0.05","Group: pythia-410m - eval_n@0.05__MIN","Group: pythia-410m - eval_n@0.05__MAX","Group: pythia-160m - eval_n@0.05","Group: pythia-160m - eval_n@0.05__MIN","Group: pythia-160m - eval_n@0.05__MAX","Group: sfirah-d15 - eval_n@0.05","Group: sfirah-d15 - eval_n@0.05__MIN","Group: sfirah-d15 - eval_n@0.05__MAX","Group: pythia-1.4b - eval_n@0.05","Group: pythia-1.4b - eval_n@0.05__MIN","Group: pythia-1.4b - eval_n@0.05__MAX","Group: sfirah-d9 - eval_n@0.05","Group: sfirah-d9 - eval_n@0.05__MIN","Group: sfirah-d9 - eval_n@0.05__MAX","Group: sfirah-d24 - eval_n@0.05","Group: sfirah-d24 - eval_n@0.05__MIN","Group: sfirah-d24 - eval_n@0.05__MAX","Group: sfirah-d21 - eval_n@0.05","Group: sfirah-d21 - eval_n@0.05__MIN","Group: sfirah-d21 - eval_n@0.05__MAX","Group: pythia-70m - eval_n@0.05","Group: pythia-70m - eval_n@0.05__MIN","Group: pythia-70m - eval_n@0.05__MAX","Group: sfirah-w1024 - eval_n@0.05","Group: sfirah-w1024 - eval_n@0.05__MIN","Group: sfirah-w1024 - eval_n@0.05__MAX","Group: sfirah-w512 - eval_n@0.05","Group: sfirah-w512 - eval_n@0.05__MIN","Group: sfirah-w512 - eval_n@0.05__MAX","Group: sfirah-w256 - eval_n@0.05","Group: sfirah-w256 - eval_n@0.05__MIN","Group: sfirah-w256 - eval_n@0.05__MAX","Group: sfirah-w128 - eval_n@0.05","Group: sfirah-w128 - eval_n@0.05__MIN","Group: sfirah-w128 - eval_n@0.05__MAX","Group: sfirah-d18 - eval_n@0.05","Group: sfirah-d18 - eval_n@0.05__MIN","Group: sfirah-d18 - eval_n@0.05__MAX","Group: sfirah-d12 - eval_n@0.05","Group: sfirah-d12 - eval_n@0.05__MIN","Group: sfirah-d12 - eval_n@0.05__MAX","Group: sfirah-d6 - eval_n@0.05","Group: sfirah-d6 - eval_n@0.05__MIN","Group: sfirah-d6 - eval_n@0.05__MAX","Group: pythia-31m - eval_n@0.05","Group: pythia-31m - eval_n@0.05__MIN","Group: pythia-31m - eval_n@0.05__MAX","Group: pythia-14m - eval_n@0.05","Group: pythia-14m - eval_n@0.05__MIN","Group: pythia-14m - eval_n@0.05__MAX"
"570807","","","","","","","30","19","33","","","","","","","","","","32.2","31","33","","","","14","11","16","18.4","15","21","14.2","10","17","10.4","8","12","8.4","7","9","27.8","21","32","26.4","22","29","15.6","12","18","11.4","10","14","9.2","7","12"
"570904","","","","","","","","","","24.5","22","27","","","","22.666666666666668","6","44","171.5","155","188","49.333333333333336","24","98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"571807","","","","","","","30","19","33","","","","","","","","","","32.2","30","33","","","","14","11","16","18.6","15","21","14.6","13","17","10.4","8","12","8.4","8","9","28.8","22","32","27.4","24","29","15.4","11","17","11.4","10","14","9.2","7","12"
"571904","","","","","","","","","","24","23","25","","","","28.666666666666668","7","49","108","11","205","42.666666666666664","22","73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"572807","","","","","","","30.2","19","34","","","","","","","","","","32","30","33","","","","14","11","16","18.6","15","21","14.4","13","17","10.4","8","12","8.2","8","9","30.4","26","32","27.2","23","29","15","11","18","11.4","10","14","9.2","7","12"
"572904","","","","","","","","","","39","32","46","","","","20.666666666666668","7","29","129.5","34","225","56.666666666666664","22","114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"573807","","","","","","","30.2","19","34","","","","","","","","","","31.6","28","33","","","","14","11","16","18.4","15","21","15","14","17","10","8","11","8.4","8","9","28.8","22","33","27.2","24","29","16.2","12","18","11.4","10","14","9.2","7","12"
"573904","","","","","","","","","","40","31","49","","","","28","7","47","138.5","65","212","55.666666666666664","15","115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"574807","","","","","","","30.2","19","34","","","","","","","","","","32.6","31","34","","","","14","11","16","18","15","21","15.6","14","18","10.6","8","12","8.2","7","9","29.8","24","33","26.8","21","29","15.8","11","17","11.4","10","14","9.2","7","12"
"574904","","","","","","","","","","31.5","26","37","","","","24","8","40","115","12","218","49.333333333333336","24","88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"575807","","","","","","","30.2","19","34","","","","","","","","","","32","30","33","","","","14","11","16","18.6","15","22","15.2","14","17","10.2","8","12","8.4","8","9","29.2","23","32","26.8","23","29","16.4","11","18","11.2","9","14","9.2","7","12"
"575904","","","","","","","","","","30.5","26","35","","","","26","8","43","151","148","154","58.666666666666664","22","123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"576807","","","","","","","30.2","19","34","","","","","","","","","","32.2","31","33","","","","14","11","16","18.4","14","21","14.8","13","17","10.4","8","12","8","7","9","30","25","33","27.2","25","29","15.6","11","18","11.4","10","14","9.2","7","12"
"576904","","","","","","","","","","36","31","41","","","","27","1","47","188","164","212","50.333333333333336","26","94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"577807","","","","","","","30.2","19","34","","","","","","","","","","31.4","27","33","","","","14","11","16","18.2","14","22","15","13","19","10.4","8","12","8.2","7","9","29.2","23","32","27.6","25","29","15.6","11","17","11.4","10","14","9.2","7","12"
"577904","","","","","","","","","","42","32","52","","","","25","4","38","191.5","155","228","57.666666666666664","21","128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"578807","","","","","","","30.2","19","34","","","","","","","","","","32.6","30","35","","","","14","11","16","19.2","15","22","15","13","17","10.4","8","12","8.6","8","9","24","5","33","27.6","24","29","16","11","18","11.4","10","14","9.2","7","12"
"578904","","","","","","","","","","37.5","31","44","","","","26.666666666666668","6","41","152","53","251","57.333333333333336","27","116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"579807","","","","","","","30.2","19","34","","","","","","","","","","30.8","23","33","","","","14","11","16","19","15","22","15.6","13","18","10.2","8","11","8.6","8","9","27.4","15","32","27.4","25","29","16.6","12","18","11.4","10","14","9.2","7","12"
"579904","","","","","","","","","","33.5","30","37","","","","24","7","34","147.5","112","183","52.333333333333336","21","104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"580807","","","","","","","30.2","19","34","","","","","","","","","","31.2","25","33","","","","14","11","16","19.4","15","22","15","13","17","10.4","8","12","8.6","8","9","27.4","18","32","27.2","21","29","15.8","11","17","11.4","10","14","9.2","7","12"
"580904","","","","","","","","","","30.5","23","38","","","","24.333333333333332","6","37","138","55","221","63.666666666666664","27","122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"581807","","","","","","","30","19","33","","","","","","","","","","32.2","30","33","","","","14","11","16","18.8","15","21","14.6","12","19","10.4","8","12","8.2","7","9","26.8","12","33","27.4","25","29","16.2","11","18","11.4","10","14","9.2","7","12"
"581904","","","","","","","","","","33.5","20","47","","","","24","10","37","160","154","166","72","22","153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"582807","","","","","","","30","19","33","","","","","","","","","","32","29","34","","","","14","11","16","19.4","15","22","14.8","13","17","10.4","8","12","8.4","8","9","28.2","20","32","27.6","24","29","15.4","7","18","11.4","10","14","9.2","7","12"
"582904","","","","","","","","","","28","12","44","","","","23","1","38","177","139","215","49.666666666666664","21","97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"583807","","","","","","","30.2","19","34","","","","","","","","","","31.6","27","33","","","","14","11","16","18.2","13","22","15.4","13","19","10.2","8","12","8.4","8","9","26","16","33","27.4","24","29","15.8","7","19","11.4","10","14","9.2","7","12"
"583904","","","","","","","","","","34.5","33","36","","","","20.333333333333332","9","30","208.5","168","249","63.666666666666664","28","133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"584807","","","","","","","30.2","19","34","","","","","","","","","","31.6","27","33","","","","14","11","16","18.6","15","22","14.8","13","17","10.8","8","13","8.4","7","9","26.6","17","32","27.2","24","29","15.4","7","19","11.4","10","14","9.2","7","12"
"584904","","","","","","","","","","28","19","37","","","","29.666666666666668","11","46","204.5","171","238","61.666666666666664","28","123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"585807","","","","","","","30.2","19","34","","","","","","","","","","31","22","35","","","","14","11","16","18.8","14","22","15","13","18","10.4","8","12","8.6","8","9","27","17","33","28","25","30","14.8","7","17","11.4","10","14","9.2","7","12"
"585904","","","","","","","","","","38.5","26","51","","","","30.333333333333332","15","43","201.5","175","228","69.33333333333333","12","168","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"586807","","","","","","","30.2","19","34","","","","","","","","","","27","5","33","","","","14","11","16","18.6","13","23","15.6","12","19","10.6","8","12","8.4","8","9","28.6","22","33","27.4","24","29","15.4","7","19","11.2","10","14","9.2","7","12"
"586904","","","","","","","","","","33","31","35","","","","29","14","42","154.5","40","269","63","26","134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"587807","","","","","","","30.2","19","34","","","","","","","","","","32","30","33","","","","14","11","16","18.4","15","22","14.4","10","17","10.4","8","12","8.6","8","9","29","20","33","28","24","30","15.2","7","18","11.4","10","14","9.2","7","12"
"587904","","","","","","","","","","37.5","24","51","","","","27.666666666666668","16","37","205","133","277","71","29","146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"588807","","","","","","","30.2","19","34","","","","","","","","","","31.8","30","33","","","","14","11","16","17.8","13","22","15.2","13","18","10.6","8","13","8.6","8","9","26.4","17","33","27.4","24","30","15","7","18","11.4","10","14","9.2","7","12"
"588904","","","","","","","","","","32","25","39","","","","21","1","37","193.5","143","244","56","19","126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"589807","","","","","","","30.2","19","34","","","","","","","","","","33","32","34","","","","14","11","16","18.4","13","22","14.8","12","18","10.4","8","12","8.6","8","9","29.2","21","34","27.2","25","30","15.4","7","18","11.2","10","14","9.2","7","12"
"589904","","","","","","","","","","41","26","56","","","","26.666666666666668","21","33","165.5","136","195","45.666666666666664","27","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"590807","","","","","","","30.2","19","34","","","","","","","","","","30","23","33","","","","14.2","11","17","19","15","21","14.6","12","18","10.6","8","12","8.4","8","9","29.6","26","32","28.4","25","30","15.8","8","19","11.4","10","14","9.4","8","12"
"590904","","","","","","","","","","34.5","31","38","","","","28.666666666666668","23","32","180.5","173","188","72.66666666666667","27","151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"591807","","","","","","","30.4","19","34","","","","","","","","","","31.8","31","32","","","","14","11","16","18.6","14","22","15.8","14","18","10.6","8","13","8.4","7","9","29.4","22","32","27.4","23","30","15","8","18","11.4","10","14","9.4","8","12"
"591904","","","","","","","","","","33.5","25","42","","","","32.666666666666664","27","39","172.5","151","194","53","24","105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"592807","","","","","","","30.2","19","34","","","","","","","","","","31.6","27","34","","","","14.2","11","17","18.4","15","21","15.2","12","18","10.4","8","12","8.4","8","9","29.6","25","32","26.4","21","30","15","7","18","11.4","10","14","9.4","8","12"
"592904","","","","","","","","","","33","22","44","","","","31.666666666666668","30","34","195.5","122","269","60.333333333333336","30","119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"593807","","","","","","","30.6","20","34","","","","","","","","","","32.2","31","33","","","","14.2","11","17","18.2","15","21","15.2","13","20","10.4","8","12","8.4","7","9","27.4","17","34","28","24","30","14.8","8","18","11.4","10","14","9.4","8","12"
"593904","","","","","","","","","","30","18","42","","","","30.333333333333332","27","37","204","134","274","63.333333333333336","28","132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"594807","","","","","","","30.6","20","34","","","","","","","","","","31.2","29","32","","","","14.2","11","17","18.6","15","22","14.2","12","16","10.8","8","13","8","7","9","29.4","23","33","27.2","24","28","15","8","19","11.4","10","14","9.4","8","12"
"594904","","","","","","","","","","32.5","25","40","","","","27","20","31","194","146","242","57.666666666666664","16","129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"595807","","","","","","","30.4","20","34","","","","","","","","","","32.4","29","34","","","","14.2","11","17","18.6","15","23","16","14","19","10.8","8","12","8.4","8","9","28.6","17","33","27.8","22","30","15","8","18","11.4","10","14","9.4","8","12"
"595904","","","","","","","","","","31.5","17","46","","","","34.333333333333336","28","41","95","44","146","44.666666666666664","12","95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"596807","","","","","","","30.2","20","33","","","","","","","","","","32","31","33","","","","14","11","16","18.4","14","22","15.8","13","18","10.6","8","13","8.6","8","9","31","29","33","27.6","23","30","15.6","8","18","11.2","10","14","9.4","8","12"
"596904","","","","","","","","","","39.5","30","49","","","","35.666666666666664","35","37","180.5","136","225","57","19","127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"597807","","","","","","","30.4","20","34","","","","","","","","","","30.4","22","33","","","","14","11","16","18.2","13","21","15.8","13","19","10.4","8","12","8.6","8","9","30","25","33","27","19","30","15.4","8","18","11.4","10","14","9.4","8","12"
"597904","","","","","","","","","","40.5","32","49","","","","34.333333333333336","30","38","90","41","139","44","22","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"598807","","","","","","","30.2","20","33","","","","","","","","","","32","30","34","","","","14.2","11","17","18.6","13","22","14.8","12","17","10.6","8","13","8.6","8","9","29.8","26","32","28.2","24","30","15.6","8","18","11.2","9","14","9.4","8","12"
"598904","","","","","","","","","","40","34","46","","","","30","25","36","155.5","63","248","75","21","162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"599807","","","","","","","30.4","20","34","","","","","","","","","","29.4","16","33","","","","14.2","11","17","18.2","13","21","16","14","19","10.6","8","13","8.6","8","9","31.6","29","33","27.4","22","30","15.6","9","18","11.4","10","14","9.4","8","12"
"599904","","","","","","","","","","39","33","45","","","","28.333333333333332","25","35","163.5","132","195","73.33333333333333","24","158","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"600807","","","","","","","30.6","20","34","","","","","","","","","","32.2","29","34","","","","14.2","11","17","18.6","13","22","15.6","13","18","10.2","8","11","8.6","8","9","30.2","25","33","28","24","30","16","9","18","11.4","10","14","9.4","8","12"
"600904","","","","","","","","","","40.5","36","45","","","","32.333333333333336","30","37","167","116","218","70","26","146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"601807","","","","","","","30.6","20","34","","","","","","","","","","32.2","29","33","","","","14.2","11","17","18.4","14","21","15","13","17","10.8","8","13","8.6","8","9","30.8","26","33","27.8","24","30","16","9","18","11.6","10","15","9.4","8","12"
"601904","","","","","","","","","","41","34","48","","","","33.333333333333336","28","38","196","141","251","45","25","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"602807","","","","","","","30.6","20","34","","","","","","","","","","30.4","22","33","","","","14.2","11","17","17.2","13","22","15.6","13","18","10.4","8","12","8.6","8","9","30.4","26","34","28.6","26","30","15.6","9","18","11.4","10","14","9.4","8","12"
"602904","","","","","","","","","","39","27","51","","","","37.333333333333336","33","41","152","124","180","60.666666666666664","26","128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"603807","","","","","","","30.6","20","34","","","","","","","","","","32.2","32","33","","","","14.2","11","17","18.2","12","22","15.6","12","19","10.8","8","13","8.6","8","9","30.6","25","33","27.2","21","30","16.4","10","18","11.4","10","14","9.4","8","12"
"603904","","","","","","","","","","43","32","54","","","","32","28","40","197","122","272","72","19","172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"604807","","","","","","","30.6","20","34","","","","","","","","","","29.2","17","33","","","","14.2","11","17","17.2","12","23","15","13","18","10.8","8","13","8.6","8","9","29.6","20","34","28.2","24","30","16","10","19","11.4","10","14","9.4","8","12"
"604904","","","","","","","","","","34","23","45","","","","29.333333333333332","23","35","155.5","29","282","55.666666666666664","20","121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"605807","","","","","","","30.6","20","34","","","","","","","","","","31.6","29","33","","","","14.2","11","17","17","9","22","14.6","11","19","10.8","8","13","8.4","7","9","27.8","18","33","27","21","30","16.6","10","19","11.8","10","15","9.4","8","12"
"605904","","","","","","","","","","33","20","46","","","","29.666666666666668","24","36","134.5","112","157","38.666666666666664","24","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"606807","","","","","","","30.8","20","34","","","","","","","","","","30","19","33","","","","14.2","11","17","17.8","12","21","14","10","18","10.4","8","12","8.4","8","9","27","19","33","27.8","23","30","15.8","10","18","11.4","10","14","9.4","8","12"
"606904","","","","","","","","","","38.5","28","49","","","","30","23","36","176","46","306","73","17","169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"607807","","","","","","","30.6","20","34","","","","","","","","","","32","29","33","","","","14.2","11","17","18.4","11","23","14.6","10","18","10.6","8","13","8.4","7","9","26","12","34","27.4","20","30","16.6","10","19","11.6","10","15","9.4","8","12"
"607904","","","","","","","","","","34.5","20","49","","","","28.333333333333332","26","30","197.5","137","258","62.666666666666664","20","140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"608807","","","","","","","30.6","20","34","","","","","","","","","","27.4","13","33","","","","14.2","11","17","17.8","9","22","10.8","1","17","10.8","8","13","8.6","8","9","28.6","23","33","27.8","24","30","16.8","10","19","11.4","10","14","9.4","8","12"
"608904","","","","","","","","","","38","35","41","","","","30","28","32","207.5","132","283","65.66666666666667","25","136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"609807","","","","","","","30.6","20","34","","","","","","","","","","23.8","4","34","","","","14.2","11","17","16","8","22","14.2","11","18","11.2","8","13","8.6","8","9","30.4","25","33","28","24","30","16.4","10","19","11.4","10","14","9.6","8","12"
"609904","","","","","","","","","","36.5","23","50","","","","21.333333333333332","1","33","200","130","270","54.666666666666664","26","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"610807","","","","","","","30.8","20","34","","","","","","","","","","31.6","30","32","","","","14.2","11","17","17.8","8","23","14.2","10","18","10.4","8","12","8.4","7","9","28.6","17","34","28.4","24","31","16.6","10","19","11.4","10","14","9.6","8","12"
"610904","","","","","","","","","","30","30","30","","","","17.333333333333332","1","27","177","121","233","59","21","122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"611807","","","","","","","30.4","20","34","","","","","","","","","","31.6","29","33","","","","14.2","11","17","17.8","9","22","14.6","10","18","11","9","13","8.4","7","9","26.2","15","32","28","22","31","16.2","10","19","11.8","10","15","9.4","8","12"
"611904","","","","","","","","","","27","20","34","","","","22.666666666666668","2","35","139.5","11","268","80.66666666666667","26","188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"612807","","","","","","","30.6","20","34","","","","","","","","","","29","15","33","","","","14.2","11","17","17.8","9","22","14.4","10","18","10.8","8","13","8.6","8","9","25.2","5","33","29.2","27","31","16","10","18","11.8","10","15","9.4","8","12"
"612904","","","","","","","","","","33","25","41","","","","10","2","25","127","25","229","80.66666666666667","32","174","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"613807","","","","","","","30.8","20","34","","","","","","","","","","27.6","8","33","","","","14.2","11","17","18.8","9","25","15.2","11","19","11.2","9","13","8.6","8","9","28","16","33","28.8","25","31","16.8","10","19","11.6","10","15","9.8","8","12"
"613904","","","","","","","","","","46","34","58","","","","10.666666666666666","2","27","69.5","0","139","67","13","161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"614807","","","","","","","30.4","20","34","","","","","","","","","","31","27","32","","","","14.2","11","17","18.4","10","24","14.6","10","18","11.2","9","13","8.6","8","9","27.6","18","34","28.2","23","31","16.6","10","19","11.6","10","14","9.6","8","12"
"614904","","","","","","","","","","41","27","55","","","","16.333333333333332","2","31","223","135","311","79.66666666666667","28","172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"615807","","","","","","","30.6","20","34","","","","","","","","","","26.8","10","33","","","","14.2","11","17","19","10","24","14.2","10","19","11","9","12","8.4","8","9","25.2","14","33","28.2","23","31","16.2","10","19","11.4","10","14","9.6","8","12"
"615904","","","","","","","","","","36","30","42","","","","22.666666666666668","2","38","191","134","248","58.333333333333336","15","135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"616807","","","","","","","30.6","20","34","","","","","","","","","","26","12","33","","","","14.2","11","17","18.8","10","24","15","11","19","10.8","9","13","8.6","8","9","29.4","21","34","28.4","25","31","17.2","11","20","11.4","10","14","9.8","8","12"
"616904","","","","","","","","","","38.5","29","48","","","","26","2","42","181","123","239","54.666666666666664","1","145","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"617807","","","","","","","30.6","20","34","","","","","","","","","","27","6","34","","","","14.2","11","17","17.6","10","22","14.4","11","18","11","9","12","8.6","8","9","29.6","24","33","28.4","23","31","17","10","20","11.6","10","15","9.6","8","12"
"617904","","","","","","","","","","40.5","32","49","","","","20","2","33","145","21","269","37.666666666666664","25","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"618807","","","","","","","30.6","20","34","","","","","","","","","","25.6","15","33","","","","14.2","11","17","18","11","22","14.6","9","19","11.2","9","13","8.6","8","9","30","26","33","27.8","22","31","17.4","11","20","11.8","10","15","9.8","8","12"
"618904","","","","","","","","","","48","35","61","","","","22","1","38","164.5","97","232","84.66666666666667","22","203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"619807","","","","","","","30.4","20","34","","","","","","","","","","25","5","33","","","","14.2","11","17","18.8","11","23","14.6","9","19","11.2","9","13","8.4","7","9","28.4","21","34","28.2","23","31","16.8","11","19","11.6","10","15","9.8","8","12"
"619904","","","","","","","","","","42.5","31","54","","","","27.333333333333332","1","46","189.5","141","238","82","1","214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"620807","","","","","","","30.8","20","34","","","","","","","","","","27","7","33","","","","14.2","11","17","18","10","23","14.8","10","19","11.4","9","13","8.4","8","9","27.2","16","32","28.8","25","31","16.6","11","19","11.8","10","15","9.8","8","12"
"620904","","","","","","","","","","41","31","51","","","","23.666666666666668","1","35","157","99","215","77.66666666666667","19","184","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"621807","","","","","","","30.4","20","34","","","","","","","","","","30.6","22","34","","","","14.2","11","17","18.8","10","25","11","1","17","11.2","9","13","8.4","7","9","29.8","25","33","27.8","22","31","16.8","10","19","11.8","10","15","9.6","8","12"
"621904","","","","","","","","","","34","18","50","","","","22","1","35","116","0","232","82.66666666666667","20","193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"622807","","","","","","","30.8","20","34","","","","","","","","","","29.6","19","33","","","","14.4","11","17","18.2","10","24","13.4","11","15","11.4","9","13","8.6","8","9","28.6","19","33","28.6","24","31","17.4","11","20","11.6","10","15","9.8","8","12"
"622904","","","","","","","","","","31","16","46","","","","24","1","46","116.5","0","233","45.666666666666664","25","85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"623807","","","","","","","30.8","20","34","","","","","","","","","","30.6","21","34","","","","14.2","11","17","19","11","25","14.2","10","17","11","9","13","8.6","8","9","26.6","17","33","28.8","25","31","17","11","19","11.6","10","15","9.8","8","12"
"623904","","","","","","","","","","39","24","54","","","","27.333333333333332","2","48","175","122","228","61.333333333333336","26","114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"624807","","","","","","","30.8","20","34","","","","","","","","","","32.2","29","34","","","","14.4","11","17","17.8","10","22","14.6","10","18","11.4","9","12","8.2","7","9","28.2","20","34","28.2","22","31","17","11","19","11.6","10","15","9.8","8","12"
"624904","","","","","","","","","","40","26","54","","","","23.333333333333332","2","44","139.5","1","278","65","31","122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"626057","","","","","","","32.6","20","38","","","","","","","","","","42.6","33","66","","","","14.4","11","17","18","11","25","13.2","9","18","10.6","9","12","8.6","8","9","29","18","35","26.6","23","31","15.6","11","18","11.4","10","14","9.8","8","12"
"627057","","","","","","","32.8","20","38","","","","","","","","","","40.8","32","64","","","","14.2","11","17","17.6","11","25","13","10","16","10.4","9","11","8.6","8","9","29.4","16","35","26.8","22","31","14.8","9","17","11.6","10","15","9.8","8","12"
"628057","","","","","","","33","20","38","","","","","","","","","","41","31","64","","","","14.4","11","17","17.2","12","25","13.6","9","17","10.2","9","11","8.4","7","9","30.6","25","35","27","22","32","14.8","10","17","11.6","10","15","9.8","8","12"
"629057","","","","","","","33.8","20","40","","","","","","","","","","42.2","35","66","","","","14.4","11","17","17.4","9","25","13","8","18","10.6","9","11","8.6","8","9","29","13","35","27.6","24","32","15","10","17","11.8","10","15","9.8","8","12"
"630057","","","","","","","30","0","41","","","","","","","","","","39.6","22","67","","","","14.4","11","17","17.6","11","25","13.6","9","17","10.4","9","12","8.6","8","9","31.4","22","37","28.2","24","32","15.2","11","17","11.8","10","15","9.8","8","12"
"631057","","","","","","","34.6","20","42","","","","","","","","","","32.4","13","39","","","","14.4","11","17","17.6","12","24","14","10","18","11","9","12","8.6","8","9","33.4","28","39","26.2","14","32","14.8","10","16","11.8","10","15","9.8","8","12"
"632057","","","","","","","35","21","43","","","","","","","","","","40.4","25","64","","","","14.4","11","17","18","12","25","13.6","10","17","10.6","9","12","8.6","8","9","31","24","36","28.2","25","32","14.4","8","16","11.8","10","15","9.8","8","12"
"633057","","","","","","","35.4","21","44","","","","","","","","","","44","36","66","","","","14.4","11","17","18.2","12","25","10.4","1","16","10.8","9","13","8.6","8","9","31.8","20","44","28","25","32","14.8","8","17","11.8","10","15","9.8","8","12"
"634057","","","","","","","35.8","21","45","","","","","","","","","","40.8","23","68","","","","14.4","11","17","18.2","12","25","13.6","10","17","10.8","8","13","8.4","7","9","30.4","20","39","28.6","25","32","14.8","8","17","11.8","10","15","9.8","8","12"
"635057","","","","","","","36.4","21","47","","","","","","","","","","39.8","25","66","","","","14.4","11","17","17.2","12","21","13.8","10","17","10.2","8","11","8.6","8","9","33.2","29","39","28.6","24","32","14.4","8","17","11.6","10","15","9.8","8","12"
"636057","","","","","","","36.8","21","47","","","","","","","","","","42.4","31","66","","","","14.4","11","17","17.2","12","21","14.2","10","18","10","8","12","8.6","8","9","32.6","23","39","28.6","24","32","14.8","8","17","11.8","10","15","9.8","8","12"
"637057","","","","","","","37.4","21","50","","","","","","","","","","43.8","34","67","","","","14.4","11","17","17.2","13","21","13.8","10","17","10.4","8","12","8.4","8","9","33.2","29","38","28.6","25","32","14.6","9","16","11.8","10","15","10","8","12"
"638057","","","","","","","37.8","21","50","","","","","","","","","","40.6","20","64","","","","14.4","11","17","17.4","12","22","14.4","11","17","10.4","8","12","8.6","8","9","33.2","29","41","27.8","23","33","14.4","8","17","11.8","10","15","9.8","8","12"
"639057","","","","","","","38","21","50","","","","","","","","","","44.8","38","64","","","","14.4","11","17","17.4","13","21","13.8","10","17","10","8","11","8.6","8","9","33","27","42","29.2","27","33","14.6","8","17","11.8","10","15","10","8","12"
"640057","","","","","","","38.4","21","52","","","","","","","","","","45.8","37","68","","","","14.4","11","17","17.4","13","20","13.2","9","16","10.4","8","12","8.6","8","9","34.4","26","40","29","21","33","14.8","8","17","11.8","10","15","9.8","8","12"
"641057","","","","","","","39","21","53","","","","","","","","","","43.6","35","64","","","","14.4","11","17","17.6","13","22","13.6","10","17","10","8","11","8.4","7","9","32.8","21","42","29.6","25","33","14.4","8","17","11.8","10","15","9.8","8","12"
"642057","","","","","","","39.2","21","53","","","","","","","","","","42.6","28","66","","","","14.4","11","17","18.4","13","25","13.6","10","17","10.8","8","12","8.6","8","9","24.2","5","43","29.4","24","34","14.6","8","17","11.8","10","15","10","8","12"
